County,Market Name,Market Location,Address Line 1,City,State,Zip,Contact,Phone,Market Link,Operation Hours,Operation Season,Operating Months,FMNP,SNAP,FCC Issued,FCC Accepted,Latitude,Longitude,Georeference
Dutchess,Z Farms Farm Stand,355 Poplar Hill Rd.  Dover Plains,355 Poplar Hill Road,Dover Plains,NY,12522,Zachary Elwood,8456254798,http://www.zfarmsorganic.com,"Daily 10am-6pm, closed Wednesday",Year-round,YR,N,Y,N,Y,41.75631,-73.55278,"(41.75631, -73.55278)"
Erie,Bowman Farms Farm stand,11259 Gowanda State Rd. North Collins,11259 Gowanda State Rd.,North Collins,NY,14111,Susan Bowman,7163372695,http://www.bowmanfarmsinc.com,Daily 9am-5pm,June 10-October 10,M,Y,Y,N,Y,42.57506,-78.93838,"(42.57506, -78.93838)"
Erie,Broadway Farmers' Market,999 Broadway Buffalo parking entrances on Gibson or Lombard St.,999 Broadway,Buffalo,NY,14212,Kathleen Peterson,7168930705,,Mon-Sat  8am-5pm,Year-round,YR,N,Y,N,Y,42.893162,-78.837667,"(42.893162, -78.837667)"
Erie,Clarence Hollow Farmers' Market,10717 Main St. Bike Path pkng lot Clarence,10717 Main St,Clarence,NY,14031,Cheryl Anthony,7167591075,http://www.clarencefarmersmarket.com,Sat 8am-1pm,June 4-October 29,M,Y,N,N,Y,42.9808,-78.58904,"(42.9808, -78.58904)"
Erie,Clinton Bailey Sat Farmers' Market,"1443-1517 Clinton St. Buffalo, corner of Clinton & Bailey Sts.",Bailey Ave and Clinton St,Buffalo,NY,14206,Sharon Baldi,7162080003,http://www.clintonbaileymarket.com,"Saturday  4am-5pm, Nov-Apr  6am-12pm",Year-round,YR,N,Y,N,Y,42.87205,-78.81998,"(42.87205, -78.81998)"
Erie,Downtown Buffalo Country Thursday Market,350 Main St. outside btwn Court & Church Streets,350 Main St. outside btwn Court & Church Streets,Buffalo,NY,14203,Caeley Robinson,7168563150,https://buffaloplace.com/play/our-events/#countrymarket,Thu 10am-2:30pm,May 12-October 20,P/M,Y,Y,N,Y,42.8844,-78.8754,"(42.8844, -78.8754)"
Erie,East Aurora Saturday Farmers' Market,Aurora Village (TOPS) Plaza 123 Grey St.,123 Grey St,East Aurora,NY,14052,Gail Fenton,5853439491,http://www.eastaurorafarmersmarket.com,Sat 7am-1pm,May 7-November 19,P/M,Y,N,N,Y,42.76593,-78.63413,"(42.76593, -78.63413)"
Erie,East Aurora Wednesday Farmers' Market,Aurora Village (TOPS) Plaza 123 Grey St.,123 Grey St,East Aurora,NY,14052,Gail Fenton,5853439491,http://www.eastaurorafarmersmarket.com,Wed 7am-1pm,May 11-November 23,P/M,Y,N,N,Y,42.76593,-78.63413,"(42.76593, -78.63413)"
Erie,Elmwood Village Farmers' Market,Bidwell Parkway corner of Elmwood Ave.,Elmwood Ave and Bidwell Pkwy,Buffalo,NY,14222,James Chichocki,7168810707,http://www.elmwoodmarket.org,Sat 8am-1pm,May 7-November 26,P/M,Y,Y,N,Y,42.92371,-78.87702,"(42.92371, -78.87702)"
Erie,Farm This Way Farm Stand,11086 Brant Reservation Rd.  Brant,11086 Brant Reservation Road,Brant,NY,14027,Carolyn Rosiek,7165491038,,"Sun-Thu 9am-5pm, Fri/Sat 9am-7pm",June 1-October 31,M,Y,N,N,Y,42.58029,-79.01732,"(42.58029, -79.01732)"
Erie,Four Corners Farmers' Market,"9470 Clarence Center Rd, Clarence Center",9470 Clarence Center Road,Clarence Center,NY,14032,Deborah Tangelder,7168661100,,Sat 9am-1pm,June 4-October 15,M,Y,N,N,Y,43.01059,-78.63751,"(43.01059, -78.63751)"
Erie,Hamburg Farmers' Market,45 Church St.,45 Church St.,Hamburg,NY,14075,Jamie Decker,7166497917,,Sat 7:30am-1pm,May 7-October 29,P/M,Y,N,N,Y,42.71677,-78.82994,"(42.71677, -78.82994)"
Erie,Holland Farmers' Market,"25 North Main St.  Holland, Municipal lot Next to Fire Dept",25 North Main St.,Holland,NY,14080,Marg Wnek,7165379590,http://www.thehollandmkt.com,Sun 8:30am-1pm,May 1-October 30,P/M,Y,N,N,Y,42.64149,-78.54248,"(42.64149, -78.54248)"
Erie,Huntington Farm Stand II,11503 Main Street Clarence,11503 Main Street,Clarence,NY,14031,Dan Huntington,7163930590,,Daily  11am-7pm,June 1-October 31,M,N,N,N,Y,42.98909,-78.55762,"(42.98909, -78.55762)"
Erie,Springville Farmers' Market,Gentner Auction 341 W. Main St. (Rt. 39),341 West Main St,Springville,NY,14141,Donna Goldhawk,7165600198,,Wednesday  7am-3pm,Year-round,YR,N,Y,N,Y,42.50906,-78.67989,"(42.50906, -78.67989)"
Essex,Drinkwine Produce Farm Stand,Route 9N & 22 Street Rd.  Ticonderoga,Route 9N and 22 Street Road,Ticonderoga,NY,12883,Henry Drinkwine,5185856346,,"Mon-Sat 10am-6pm, Sun 11am-6pm",May 15-October 31,P/M,Y,N,N,Y,43.88032,-73.44955,"(43.88032, -73.44955)"
Essex,Mountain Weavers' Farm Store,4322 Main Street Port Henry,4322 Main Street,Port Henry,NY,12974,Andrea Connor,5185463355,http://www.mountainweaversfarmstore.com,Monday-Friday  10am-4:30pm,Year-round,YR,N,Y,N,Y,44.04849,-73.45958,"(44.04849, -73.45958)"
Franklin,Akwesasne Farmers' Market,30 Margaret Terrance Memorial Way,30 Margaret Terrance Memorial Way,Akwesasne,NY,13655,Jessica Ayotte,5183583141,,Wed/Sat  11am-2pm,June 30-October 16,M,N,N,N,Y,44.9867,-74.6755,"(44.9867, -74.6755)"
Franklin,Franklin WINTER Farmers Market,Franklin Railroad Museum and Franklin Community Center,574 Main St.,Franklin,NY,13775,Brian Brock,5187060612,,Second Sundays 10am-1pm,December 12-April 1,X/W/P,N,N,N,Y,42.3418,-75.16374,"(42.3418, -75.16374)"
Franklin,JCEO MM-Akwesasne Generations Park,30 Margaret Margaret Terrace Memorial Way Generations Park Akwesasne (Hogansburg),Margaret Terrace Memorial Way,Hogansburg,NY,12195,Robert King,5183194028,http://www.jceo.org,Wed 12:10pm-2pm,June 1-September 30,M,Y,Y,N,Y,44.98041,-74.66642,"(44.98041, -74.66642)"
Franklin,JCEO MM-Alice Center,45 6th St Malone,45 6th St,Malone,NY,12953,Robert King,5183194028,http://www.jceo.org,Thu 10am-11:30am,June 1-September 30,M,Y,Y,N,Y,44.86017,-74.29201,"(44.86017, -74.29201)"
Franklin,JCEO MM-Citizen Advocates,125 Finney Blvd Malone,125 Finney Blvd,Malone,NY,12953,Robert King,5183194028,http://www.jceo.org,Fri 10am-11:30am,June 1-September 30,M,Y,Y,N,Y,44.84193,-74.30111,"(44.84193, -74.30111)"
Franklin,JCEO MM-Elm St. Housing,215 Elm St Malone,215 Elm St,Malone,NY,12953,Robert King,5183194028,http://www.jceo.org,Tue 11:15am-11:45pm,June 1-September 30,M,Y,Y,N,Y,44.85535,-74.28165,"(44.85535, -74.28165)"
Franklin,JCEO MM-Franklin Co Courthouse,355 W Main St.  Malone,355 W Main St.,Malone,NY,12953,Robert King,5183194028,http://www.jceo.org,Tue 12pm-2pm,June 1-September 30,M,Y,Y,N,Y,44.84882,-74.29518,"(44.84882, -74.29518)"
Franklin,JCEO MM-Malone DSS,184 Finney Blvd Malone,184 Finney Blvd,Malone,NY,12953,Robert King,5183194028,http://www.jceo.org,Fri 11:45am-2pm,June 4-October 1,M,Y,Y,N,Y,44.83873,-74.30102,"(44.83873, -74.30102)"
Franklin,JCEO MM-Owls Head,Old Catholic Church 	197 Rte 27 Owls Head,197 ounty Route27,Owls Head,NY,12969,Robert King,5183194028,http://www.jceo.org,Wed  12:30pm-2:00pm,June 1-September 30,M,Y,Y,N,Y,44.69206,-74.11341,"(44.69206, -74.11341)"
Franklin,JCEO MM-Riverside Haven Apartments,"77 Catherine St. Malone, Catherine St. Housing",50 Catherine St.,Malone,NY,12953,Robert King,5183194028,http://www.jceo.org,Tue 10am-11am,June 3-September 30,M,Y,Y,N,Y,44.84783,-74.29156,"(44.84783, -74.29156)"
Franklin,JCEO MM-Trails at Malone,156 Falling Leave Dr. Malone,166 Falling Leave Dr.,Malone,NY,12953,Robert King,5183194028,http://www.jceo.org,Wed 10am-12pm,June 1-September 30,M,Y,Y,N,Y,44.83505,-74.2986,"(44.83505, -74.2986)"
Franklin,JCEO MM-Waverly Municipal Lot,"6 North Main St St Regis Falls, Municipal Complex",6 North Main St,St. Regis Falls,NY,12980,Robert King,5183194028,http://www.jceo.org,"Tue 10am-11:30am, Thu 10am-11:15am",June 1-September 30,M,Y,Y,N,Y,44.67283,-74.54355,"(44.67283, -74.54355)"
Franklin,Malone Farmers' Market,27 Airport Rd. (Rte 11)  Pavilion at Marcy Airfield,27 Airport Road,Malone,NY,12953,Dick Crawford,5185634777,http://www.adirondackfarmersmarket.com,Wed 12pm-4:30pm,May 25-October 5,P/M,Y,N,N,Y,44.84733,-74.32773,"(44.84733, -74.32773)"
Franklin,Saranac Lake Village Farmers' Market,"Riverside Park , Corner of Main St. & Route 3",Corner of Main St. & Route 3,Saranac Lake,NY,12983,Dan Rivera,5182172495,http://www.ausablevalleygrangefarmersmarkets.com,Sat 9am-1pm,May 28-October 8,M,Y,Y,N,Y,44.32503,-74.13178,"(44.32503, -74.13178)"
Fulton,Broadalbin Farmers' Market,3687 State Highway 30  Broadalbin,3687 Highway 30,Broadalbin,NY,12025,Michael Tillson,5188829306,http://www.fmfma.org,Fri 3pm-6pm,June 10-September 30,M,Y,N,N,Y,43.04809,-74.2173,"(43.04809, -74.2173)"
Fulton,Gloversville Farmers' Market,Elm Street Pavilion,9 Elm Street,Gloversville,NY,12078,Michael Tillson,5188829306,http://www.fmfma.org,Sat 8:30am-12:30pm,May 7-October 15,P/M,Y,N,N,Y,43.052604,-74.345796,"(43.052604, -74.345796)"
Genesee,Genesee Country Friday Farmers' Market,Bank St. at Alva Place Batavia,Bank St and Alva Place,Batavia,NY,14020,Kathryn Cringoli,5853011909,,Fri 9am-4pm,June 3-October 28,M,Y,Y,N,Y,42.99905,-78.18151,"(42.99905, -78.18151)"
Genesee,Genesee Country Thursday Farmers' Market,Bank St. at Alva Place Batavia,Bank St and Alva Place,Batavia,NY,14020,Kathryn Cringoli,5853011909,,Thu 9am-4pm,June 3-October 28,M,Y,Y,N,Y,42.99905,-78.18151,"(42.99905, -78.18151)"
Genesee,Genesee Country Tuesday Farmers' Market,Bank St. at Alva Place Batavia,Bank St and Alva Place,Batavia,NY,14020,Kathryn Cringoli,5853011909,,Tue 9am-4pm,June 3-October 28,M,Y,Y,N,Y,42.99905,-78.18151,"(42.99905, -78.18151)"
Greene,Black Horse Farms Farm Stand,10094 Rt. 9W Athens,10094 Rte 9W,Athens,NY,12015,Chellie Apa,5187318776,http://www.blackhorsefarms.com,Daily 9am-6pm,Year-round,YR,Y,Y,N,Y,42.30634,-73.85043,"(42.30634, -73.85043)"
Greene,Bulich Creekside Farm Farm Stand,1682 Route 23B  Leeds,1682 Route 23B,Leeds,NY,12451,Ron Bulich,5185885320,,Daily 10am-5pm,June 15-October 31,M,Y,Y,N,Y,42.26297,-73.92541,"(42.26297, -73.92541)"
Greene,Fromer Market Gardens Farm Stand,6120 Main St.  Tannersville,6120 Main Street,Tannersville,NY,12485,Samantha Metz,8622001935,http://www.fromermarketgardens.com,"Sat 9am-2pm, Wed 2pm-6pm",Year-round,YR,Y,Y,N,Y,42.19546,-74.13889,"(42.19546, -74.13889)"
Greene,Stoneledge Farm Stand,145 Garcia Lane Leeds,145 Garcia Lane,Leeds,NY,12451,Candice Kavakos,5188199966,http://www.stoneledge.farm,Sat/Sun  9am-4pm,May 14-October 9,P/M,N,N,N,Y,42.27878,-73.95216,"(42.27878, -73.95216)"
Hamilton,Speculator Farmers & Crafters Farmers' Market,Speculator Village Pavilion Route 30,State Route 30 and Elliot Ln,Speculator,NY,12164,Donna Benkovich,5185484521,http://www.speculatorchamber.com,Thu 2pm-5pm,June 23-September 15,M,Y,N,N,Y,43.49679,-74.36073,"(43.49679, -74.36073)"
Herkimer,Juliano's Farm Market,2365 State Route 5 Utica,2365 State Route 5,Utica,NY,13502,Deborah E Juliano,3157238778,,"Mon-Sat 7:30am-6pm, Sun 7:30am-4pm",April 21-October 31,P/M,Y,Y,N,Y,43.09608,-75.14626,"(43.09608, -75.14626)"
Herkimer,Little Falls Farmers' & Flea Market,M&T Bank parking lot  Albany St.,Albany Street and 2nd Street,Little Falls,NY,13365,Mary Davis,3158662619,,Saturday  8am-12pm,May 7-October 29,P/M,N,N,N,Y,43.04284,-74.85828,"(43.04284, -74.85828)"
Herkimer,MAWS Farm Stand,7342 Main Street Newport,7342 Main Street,Newport,NY,13416,Michael Skwara,3159850088,http://www.mawsfarm.com,Daily  9am-6pm,Year-round,YR,N,Y,N,Y,43.18096,-75.01054,"(43.18096, -75.01054)"
Herkimer,Northshire Farm Farm Stand,1067 US Highway 20 West Winfield,1067 US Highway 20,West Winfield,NY,13491,S. James Grillo,3157256226,http://www.northshirefarmstore.com,Daily 8am-7pm,Year-round,YR,Y,N,N,Y,42.89471,-75.14503,"(42.89471, -75.14503)"
Herkimer,Old Forge Farmers' Market,201 North St (George Hiltebrant Rec Center Parking Lot),Crosby Blvd and Park Ave,Old Forge,NY,13420,Robin Hill,3153693353,http://www.cap-21.org,Fri 1pm-5pm,June 17-October 7,M,Y,N,N,Y,43.70893,-74.97286,"(43.70893, -74.97286)"
Jefferson,Carthage Farmers' Market,"Farmers Market Pavilion , 150 Riverside Dr. (behind Carthage Rescue Squad)",150 Riverside Drive,Carthage,NY,13619,Rebecca Wallen,3154933590,http://www.carthageny.com,Fri 1pm-6pm,May 27-October 14,P/M,Y,N,N,Y,43.97714,-75.61247,"(43.97714, -75.61247)"
Jefferson,Cross Island Farms Farm Stand,"44301 Cross Island Rd, Wellesley Island",44301 Cross Island Road,Wellesley Island,NY,13640,Dani Baker,3154823663,http://www.crossislandfarms.com,Daily 7am-8pm,Year-round,YR,Y,N,N,Y,44.30891,-76.00675,"(44.30891, -76.00675)"
Jefferson,Farm Fresh Produce Farm Stand,1753 State Street Watertown,1753 State Street,Watertown,NY,13601,Henry M. Stoltzfus,6078694847,,Tue/Fri 8am-4pm,June 17-October 14,M,Y,N,N,Y,43.96701,-75.88011,"(43.96701, -75.88011)"
Jefferson,Tickle the Earth Farm Stand,13501 County Route 155  Adams Center,13501 County Route 155,Adams Center,NY,13601,Almeda Grandjean,3155835660,,Daily 8am-9pm,Apr 23-Octobe 31,P/M,Y,Y,N,Y,43.88524,-75.94957,"(43.88524, -75.94957)"
Jefferson,Watertown Saturday Farmers' Market,"Pavilion at J.B. Wise , 175 Black River Pkway",175 Black River Parkway,Watertown,NY,13601,Mike Nuckols,3157888450,,Sat 9am-2pm,June 4-October 29,M,Y,N,N,Y,43.97651,-75.90988,"(43.97651, -75.90988)"
Jefferson,Windswept Meadows Farm Stand,17025 Cty Rt 68 Watertown,17025 County Road 68,Watertown,NY,13601,Delta Keeney,3157881933,http://www.keeneyswindsweptmeadowsfarm.com,Daily 8am-8pm,June 27-October 29,M,Y,Y,N,Y,43.91784,-75.87206,"(43.91784, -75.87206)"
Kings,6th Ave. Sunset Park Greenmarket,602 44th St. at 6th Ave.,44th Street at 6th Avenue,Brooklyn,NY,11220,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket,Saturday  8am-3pm,Year-round,YR,N,Y,N,Y,40.64711,-74.00463,"(40.64711, -74.00463)"
Kings,Bartel-Pritchard Square Sunday Greenmarket,205 Prospect Park at West 15th St. inside park,Prospect Park West and 14th Street,Brooklyn,NY,11215,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket,Sunday  9am-3pm,Year-round,YR,N,Y,N,Y,40.66094,-73.97979,"(40.66094, -73.97979)"
Kings,Bartel-Pritchard Square Wed Greenmarket,205 Prospect Park at West 15th St. inside park,Prospect Park West and 14th Street,Brooklyn,NY,11215,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket,Wednesday 8am-3pm,Year-round,YR,N,Y,N,Y,40.6616,-73.97939,"(40.6616, -73.97939)"
Kings,Brooklyn Borough Hall Saturday Greenmarket,211 Montague St. Supreme Court Plaza,Court St and Montague St,Brooklyn,NY,11201,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket,Saturday 8am-4pm,Year-round,YR,N,Y,N,Y,40.69374,-73.99043,"(40.69374, -73.99043)"
Kings,Brooklyn Borough Hall Tuesday Greenmarket,211 Montague St. Supreme Court Plaza,Court St and Montague St,Brooklyn,NY,11201,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket/brooklyn/boro-hall-sa,Tuesday  8am-4pm,Year-round,YR,N,Y,N,Y,40.69374,-73.99043,"(40.69374, -73.99043)"
Kings,Bushwick Hope Ball Field Farmers' Market,Knickerbocker Ave btwn Menahan St & Grove St.,Knickerbocker Ave,Bushwick,NY,10301,Bianca Bockman,7188210254,http://www.riseboro.org,Wed 9am-3pm,May 18-November 23,P/M,Y,Y,N,Y,40.70117,-73.92252,"(40.70117, -73.92252)"
Kings,Bushwick Maria Hernandez Pk Farmers' Market,Knickerbocker Ave @ Starr & Suydam,Knickerbocker Avenue,Brooklyn,NY,11206,Bianca Bockman,7188210254,http://www.riseboro.org,Sat 9am-3pm,May 14-November 26,P/M,Y,Y,N,Y,40.70257,-73.92497,"(40.70257, -73.92497)"
Kings,Carroll Gardens Greenmarket,330 Carroll St. btwn Smith & Court Sts.,Carroll St and Court St,Brooklyn,NY,11231,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket/brooklyn/carroll-gardens,Sunday  8am-2pm,Year-round,YR,N,Y,N,Y,40.68106,-73.99653,"(40.68106, -73.99653)"
Kings,Cortelyou Greenmarket,Cortelyou Rd. btwn Argyle & Rugby Rds.,1399 Cortelyou Rd,Brooklyn,NY,11226,Siobahn Keys,2127887476,https://www.grownyc.org/farmstands,Sunday  8am-2pm,Year-round,YR,N,Y,N,Y,40.64044,-73.96617,"(40.64044, -73.96617)"
Kings,Fort Greene Park Greenmarket,Washington Park btwn Dekalb Ave. & Willoughby St.,Washington Park and DeKalb Ave,Brooklyn,NY,11205,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket/brooklyn/fort-greene,Saturday  8am-3pm,Year-round,YR,N,Y,N,Y,40.68962,-73.97313,"(40.68962, -73.97313)"
Kings,Grand Army Plaza Greenmarket,Flatbush Ave. & Prospect Park West,Flatbush Ave and Grand Army Plaza,Brooklyn,NY,11238,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket/brooklyn-grand-army-plaza,Saturday  8am-4pm,Year-round,YR,N,Y,N,Y,40.67412,-73.9695,"(40.67412, -73.9695)"
Kings,Harvest Home Brower Park Farm Stand,Prospect Place & Brooklyn Ave. Next to Brooklyn Childrens Museum,Prospect Place and Brooklyn Ave.,Brooklyn,NY,11213,Maritza Owens,2128283361,http://www.harvesthomefm.org,Thursday 8am-4pm,June 16-November 17,M,Y,Y,N,Y,40.674,-73.94454,"(40.674, -73.94454)"
Kings,Harvest Home Coney Island Farm Stand,Ocean Parkway btwn Ave Z & Shore Pkwy,Ocean Pkwy and Avenue Z,Brooklyn,NY,11235,Maritza Owens,2128283361,http://www.harvesthomefm.org,Fri  8am-4pm,June 17-November 18,M,Y,Y,N,Y,40.58669,-73.96578,"(40.58669, -73.96578)"
Kings,Harvest Home Kings Co. Hospital Farmers' Market,Clarkson Ave btwn E 37th & E 39th Sts.,511 Clarkson Ave,Brooklyn,NY,11203,Maritza Owens,2128283361,http://www.harvesthomefm.org,Wed 8am-5pm,June 15-November 23,M,Y,Y,N,Y,40.65588,-73.94245,"(40.65588, -73.94245)"
Kings,McCarren Park Greenmarket,228 N. 12th St at Union Ave,N 12th Street and Driggs Ave,Brooklyn,NY,11222,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket/brooklyn/greenpoint-sa,Saturday  8am-2pm,Year-round,YR,N,Y,N,Y,40.72046,-73.95269,"(40.72046, -73.95269)"
Kings,McGolrick Park Farmers' Market,"130 Russell St. Brooklyn, Center Pavillion in McGolrick Park",130 Russell Street,Brooklyn,NY,11222,Dacotah Rousseau,9149234837,http://www.downtoearthmarkets.com,Sun 10am-3pm,May 15-December 18,P/M/X,Y,Y,N,Y,40.72483,-73.94432,"(40.72483, -73.94432)"
Kings,Park Slope Farmers' Market,289 4th Street at 5th Ave.  near PS 51 Brooklyn,289 4th Street,Brooklyn,NY,11215,Dacotah Rousseau,9149234837,http://www.downtoearthmarkets.com,Sun 10am-3pm,May 15-December 18,P/M/X,Y,Y,N,Y,40.6722,-73.98379,"(40.6722, -73.98379)"
Kings,Red Hook Farm Stand I,"560 Columbia St. Brooklyn, Near the BASIS Independent School",560 Columbia St,Brooklyn,NY,11231,Saara Nafici,7188586782,http://www.added-value.org/farmers-market,Sat 10am-3pm,June 18-November 19,M,Y,Y,N,Y,40.67237,-74.00884,"(40.67237, -74.00884)"
Kings,Seeds in the Middle Farm Stand-Brownsville,213 Osborn St Brooklyn,213 Osborn St,Brooklyn,NY,11212,Nancie Katz,9176973745,http://seedsinthemiddle.org,Friday 2pm-5pm,Year-round,YR,N,Y,N,Y,40.66699,-73.90811,"(40.66699, -73.90811)"
Kings,Seeds in the Middle Farm Stand Ocean Hill,2163 Dean Street,2163 Dean Street,Brooklyn,NY,11233,Nancie Katz,9176973745,http://seedsinthemiddle.org,Wednesday 12:30pm-3:00pm,Year-round,YR,N,Y,N,Y,40.67524,-73.91536,"(40.67524, -73.91536)"
Kings,Seeds in the Middle Farm Stand-Parkside Plaza,"Parkside Plaza, Brooklyn NY",Ocean Avenue at Parkside Avenue,Brooklyn,NY,11226,Nancie Katz,9176973745,http://seedsinthemiddle.org,Sunday 10am-2pm,Year-round,YR,N,N,N,Y,40.65487,-73.96188,"(40.65487, -73.96188)"
Kings,Seeds in the Middle Farm Stand-Wyckoff,Wyckoff Street between Bond and Hoyt Streets,Wyckoff Street between Bond and Hoyt Streets,Brooklyn,NY,11217,Nancie Katz,9176973745,http://seedsinthemiddle.org,Saturday 10am-2pm,Year-round,YR,N,N,N,Y,40.68523,-73.98871,"(40.68523, -73.98871)"
Kings,Urban Oasis Farmers' Market,"Kingsboro Psychiatric Center, 681 Clarkson Ave. btwn Troy Ave & 43rd St.",681 Clarkson Ave,Brooklyn,NY,11203,Michelle Almonte,7182217132,,Wed 2pm-5:30pm,June 29-November 16,M,Y,N,N,Y,40.65621,-73.93741,"(40.65621, -73.93741)"
Lewis,Colwell's Farm Stand and Garden Center,6007 State Route 12  Glenfield,6007 State Route 12,Glenfield,NY,13343,Michael Colwell,3153767402,http://www.colwellsfarmmarket.com,"Mon-Sat  8am-7pm, Sun 9am-7pm",April 1-November 17,P/M,Y,Y,N,Y,43.71844,-75.41148,"(43.71844, -75.41148)"
Lewis,Harrisville Farmers' Market,"Scenic View lot , State Street",State Street and Main Street,Harrisville,NY,13648,Laura La Platney,3157771689,,Sat 9am-4pm,May 28-October 29,P/M,Y,N,N,Y,44.14849,-75.31571,"(44.14849, -75.31571)"
Lewis,Lewis Co. General Hospital Farmers' Market,"7785 N. State St.  Lowville, Children's Clinic  parking lot",7785 North State St,Lowville,NY,13367,Darcy Zehr,3153765225,http://www.lcgh.net,Thu 11am-3pm,June 9-October 6,M,Y,N,N,Y,43.79599,-75.49832,"(43.79599, -75.49832)"
Lewis,Lyons Falls Farmers' Market,Riverside Park  6904 Laura St.,6904 Laura St,Lyons Falls,NY,13368,Catherine Liendecker,3153488744,http://www.lewisfirst.com/lyonsfallsalive,Tue 11am-4pm,June 14-October 4,M,Y,Y,N,Y,43.61458,-75.3562,"(43.61458, -75.3562)"
Lewis,Roads End Orchards,5044 Crofoot Hill Road,5044 Crofoot Hill Road,Constableville,NY,13325,Matthew Swiernik,3157833695,http://www.roadsendorchards.com,"Mon-Thurs  11am-4pm, , Fri-Sun  12pm-7pm",Year-round,YR,N,N,N,Y,43.59227,-75.48159,"(43.59227, -75.48159)"
Livingston,Dansville Farmers' Market,50 Maple St. Dansville,50 Maple St,Dansville,NY,14437,James D Romley,4432992699,,Fri 11am-4pm,May 27-October 14,P/M,Y,N,N,Y,42.56606,-77.70838,"(42.56606, -77.70838)"
Madison,Cazenovia Farmers Market,Emory and Greene St.  Village Green,48 Albany St. Memorial Park,Cazenovia,NY,13035,Anna Marie Newland,3156559243,http://www.cazenoviachamber.com,Sat 9am-2pm,May 7-October 21,P/M,Y,N,N,Y,42.92975,-75.85456,"(42.92975, -75.85456)"
Madison,Cottage Lawn Farmers' Market,"435 Main St. Oneida, Madison Co. Historical Society",435 Main St.,Oneida,NY,13421,Colleen Donahue,3153634136,http://www.mchsfarmersmarket.org,Tue 2pm-6pm,June 7-August 30,P/M,Y,N,N,Y,43.08719,-75.64705,"(43.08719, -75.64705)"
Madison,Dizzy Lizzie's Farm Farm Stand,3823 Sanderson Rd Erieville,3823 Sanderson Rd,Erieville,NY,13061,Elizabeth Blackburn,3156627565,http://www.dizzylizziesfarm.com,Mon 11pm-2pm,May 16-October 17,M,Y,N,N,Y,42.83934,-75.74399,"(42.83934, -75.74399)"
Madison,Kubeckas Farm Stand,691 Chestnut Rdige Rd. Kirkville,691 Chestnut Ridge Rd,Kirkville,NY,13082,Karissa Atwood,3156875103,,"Mon-Fri  10am-6pm, Saturday  10am-5pm",June 13-October 31,M,N,N,N,Y,43.11239,-75.94782,"(43.11239, -75.94782)"
Madison,Village of Hamilton Farmers' Market,Village Green 3 Broad St.,Broad St and Payne St,Hamilton,NY,13346,Kim Taranto,3158241111,http://www.hamilton-ny.gov,Saturday  8am-1pm,May 7-October 22,P/M,N,N,N,Y,42.82684,-75.54436,"(42.82684, -75.54436)"
Monroe,Brightly's Farm Market,525 Drake Rd.  Hamlin,525 Drake Rd.,Hamlin,NY,14464,Betsy Brightly,5856364337,http://www.brightlyfarms.com,"Daily  9am-5pm, Friday  9am-8pm, Sat  9am-6pm",Year-round,YR,N,N,N,Y,43.29471,-77.94344,"(43.29471, -77.94344)"
Monroe,Brighton Farmers' Market,"Brighton High School lot, 1150 Winton Rd. South",1150 Winton Rd South,Rochester,NY,14618,Sue Gardner-Smith,5852698918,http://www.brightonfarmersmarket.org,Sun 9am-1pm,April 24-December 18,P/M/X,Y,Y,N,Y,43.12204,-77.56808,"(43.12204, -77.56808)"
Monroe,Brighton WINTER Farmers' Market,Brookside Center  220 Idlewood Rd. Rochester,220 Idlewood Road,Rochester,NY,14618,Sue Gardner-Smith,5852698918,http://www.brightonfarmersmarket.org,Sun 10am-12pm,November 27-December 18,M/X,N,Y,N,Y,43.11275,-77.56809,"(43.11275, -77.56809)"
Monroe,Brockport Farmers' Market,Market St. off Main St. Brockport,Main St and Market St,Brockport,NY,14420,Charlene Veltz,5857503382,http://www.brockportny.org/community/farmers-market,Sun 8am-1pm,June 19-October 30,M,Y,N,N,Y,43.21556,-77.9385,"(43.21556, -77.9385)"
Monroe,Irondequoit Farmers' Market,Town Hall Lawn  1280 Titus Ave. Rochester,1280 Titus Ave,Rochester,NY,14617,Katrina Hall,5853366073,http://www.irondequoit.org,Thursday 4pm-8pm,May 26-October 13,P/M,Y,Y,N,Y,43.21118,-77.58154,"(43.21118, -77.58154)"
Monroe,Partyka Farms Farm Stand,1420 County Line Rd. Kendall,1420 County Line Rd.,Kendall,NY,14470,Lora Partyka,5857520258,http://www.partykafarms.com,Daily  9am-7pm,Year-round,YR,N,Y,N,Y,43.29811,-77.99548,"(43.29811, -77.99548)"
Monroe,Rochester Public Market-Saturday,280 N. Union St. off East Main St.,280 North Union St.,Rochester,NY,14609,Cindy De Coste,5854286907,http://www.cityofrochester.gov/publicmarket,Saturday 5am-3pm,Year-round,YR,N,Y,Y,Y,43.1657,-77.59016,"(43.1657, -77.59016)"
