Row Created Date Time,Service Year,OMH Region Code,OMH Region Label,County Label,Age Group,Rate Code Group,Recipient Count By County,Count Of  Recipients By Rate Code Group And County,Units Total,Paid Claim Total
2018-04-27T10:06:00.000,2014,4,New York City,New York,CHILD,Residential Treatment Facility,7071,42,11680,6511532
2018-04-27T10:06:00.000,2014,4,New York City,New York,CHILD,"Targeted Case Management (ICM, BCM, SCM)",7071,584,3835,2219368
2018-04-27T10:06:00.000,2014,4,New York City,Queens,ADULT,Assertive Community Treatment,19677,596,5393,7583221
2018-04-27T10:06:00.000,2014,4,New York City,Queens,ADULT,Clinic Treatment,19677,12631,250991,25216782
2018-04-27T10:06:00.000,2014,4,New York City,Queens,ADULT,Community Residence,19677,600,5164,15195396
2018-04-27T10:06:00.000,2014,4,New York City,Queens,ADULT,Comprehensive Psychiatric Emergency Program,19677,1193,1984,1526379
2018-04-27T10:06:00.000,2014,4,New York City,Queens,ADULT,Continuing Day Treatment,19677,795,112820,5920917
2018-04-27T10:06:00.000,2014,4,New York City,Queens,ADULT,Health Home,19677,1499,10627,5936500
2018-04-27T10:06:00.000,2014,4,New York City,Queens,ADULT,Intensive Psychiatric Rehabilitation Treatment,19677,125,7242,716213
2018-04-27T10:06:00.000,2014,4,New York City,Queens,ADULT,Partial Hospitalization,19677,463,6535,968261
2018-04-27T10:06:00.000,2014,4,New York City,Queens,ADULT,Personalized Recovery Oriented Services,19677,962,14402,6410830
2018-04-27T10:06:00.000,2014,4,New York City,Queens,ADULT,Psychiatric Inpatient,19677,3995,82660,76945012
2018-04-27T10:06:00.000,2014,4,New York City,Queens,ADULT,Psychiatric Inpatient OMH,19677,56,11957,12647652
2018-04-27T10:06:00.000,2014,4,New York City,Queens,ADULT,Recovery Services (PMHP - Prepaid Mental Health Plan),19677,820,8369,7949928
2018-04-27T10:06:00.000,2014,4,New York City,Queens,ADULT,"Targeted Case Management (ICM, BCM, SCM)",19677,779,7452,2075028
2018-04-27T10:06:00.000,2014,4,New York City,Queens,CHILD,Clinic Treatment,6585,5519,79099,11485757
2018-04-27T10:06:00.000,2014,4,New York City,Queens,CHILD,Community Residence,6585,74,273,3036203
2018-04-27T10:06:00.000,2014,4,New York City,Queens,CHILD,Comprehensive Psychiatric Emergency Program,6585,100,147,151444
2018-04-27T10:06:00.000,2014,4,New York City,Queens,CHILD,Day Treatment,6585,310,24657,5182043
2018-04-27T10:06:00.000,2014,4,New York City,Queens,CHILD,Health Home,6585,22,99,54689
2018-04-27T10:06:00.000,2014,4,New York City,Queens,CHILD,Home and Community Based Services Waiver (HCBS),6585,226,1403,4044267
2018-04-27T10:06:00.000,2014,4,New York City,Queens,CHILD,Partial Hospitalization,6585,1,13,2634
2018-04-27T10:06:00.000,2014,4,New York City,Queens,CHILD,Psychiatric Inpatient,6585,269,6363,5832984
2018-04-27T10:06:00.000,2014,4,New York City,Queens,CHILD,Psychiatric Inpatient OMH,6585,306,40961,62883808
2018-04-27T10:06:00.000,2014,4,New York City,Queens,CHILD,Residential Treatment Facility,6585,84,17315,8120277
2018-04-27T10:06:00.000,2014,4,New York City,Queens,CHILD,"Targeted Case Management (ICM, BCM, SCM)",6585,249,1674,960516
2018-04-27T10:06:00.000,2014,4,New York City,Richmond,ADULT,Assertive Community Treatment,5568,150,1349,1586335
2018-04-27T10:06:00.000,2014,4,New York City,Richmond,ADULT,Clinic Treatment,5568,2609,38113,3532859
2018-04-27T10:06:00.000,2014,4,New York City,Richmond,ADULT,Community Residence,5568,179,1386,4056073
2018-04-27T10:06:00.000,2014,4,New York City,Richmond,ADULT,Comprehensive Psychiatric Emergency Program,5568,1033,2121,1525571
2018-04-27T10:06:00.000,2014,4,New York City,Richmond,ADULT,Continuing Day Treatment,5568,341,30779,1301546
2018-04-27T10:06:00.000,2014,4,New York City,Richmond,ADULT,Health Home,5568,282,2372,1325948
2018-04-27T10:06:00.000,2014,4,New York City,Richmond,ADULT,Partial Hospitalization,5568,172,2049,262819
2018-04-27T10:06:00.000,2014,4,New York City,Richmond,ADULT,Psychiatric Inpatient,5568,833,16284,11593902
2018-04-27T10:06:00.000,2014,4,New York City,Richmond,ADULT,Psychiatric Inpatient OMH,5568,50,8351,9043611
2018-04-27T10:06:00.000,2014,4,New York City,Richmond,ADULT,Recovery Services (PMHP - Prepaid Mental Health Plan),5568,1603,17060,16199920
2018-04-27T10:06:00.000,2014,4,New York City,Richmond,ADULT,"Targeted Case Management (ICM, BCM, SCM)",5568,355,1766,614042
2018-04-27T10:06:00.000,2014,4,New York City,Richmond,CHILD,Clinic Treatment,1517,1144,18097,2678918
2018-04-27T10:06:00.000,2014,4,New York City,Richmond,CHILD,Community Residence,1517,36,129,1047357
2018-04-27T10:06:00.000,2014,4,New York City,Richmond,CHILD,Comprehensive Psychiatric Emergency Program,1517,172,338,329730
2018-04-27T10:06:00.000,2014,4,New York City,Richmond,CHILD,Day Treatment,1517,172,21588,2504331
2018-04-27T10:06:00.000,2014,4,New York City,Richmond,CHILD,Health Home,1517,2,5,2795
2018-04-27T10:06:00.000,2014,4,New York City,Richmond,CHILD,Psychiatric Inpatient,1517,66,869,664195
2018-04-27T10:06:00.000,2014,4,New York City,Richmond,CHILD,Psychiatric Inpatient OMH,1517,35,4071,6280606
2018-04-27T10:06:00.000,2014,4,New York City,Richmond,CHILD,"Targeted Case Management (ICM, BCM, SCM)",1517,119,941,542603
2018-04-27T10:06:00.000,2014,5,Long Island,Nassau,ADULT,Assertive Community Treatment,6516,206,1877,2688421
2018-04-27T10:06:00.000,2014,5,Long Island,Nassau,ADULT,Clinic Treatment,6516,3655,53362,4361168
2018-04-27T10:06:00.000,2014,5,Long Island,Nassau,ADULT,Community Residence,6516,570,5102,18645987
2018-04-27T10:06:00.000,2014,5,Long Island,Nassau,ADULT,Health Home,6516,1258,9104,4330751
2018-04-27T10:06:00.000,2014,5,Long Island,Nassau,ADULT,Partial Hospitalization,6516,193,2250,208236
2018-04-27T10:06:00.000,2014,5,Long Island,Nassau,ADULT,Personalized Recovery Oriented Services,6516,749,11174,5280443
2018-04-27T10:06:00.000,2014,5,Long Island,Nassau,ADULT,Psychiatric Inpatient,6516,1935,34696,28692400
2018-04-27T10:06:00.000,2014,5,Long Island,Nassau,ADULT,"Targeted Case Management (ICM, BCM, SCM)",6516,51,127,64209
2018-04-27T10:06:00.000,2014,5,Long Island,Nassau,CHILD,Clinic Treatment,1267,923,11352,1382948
2018-04-27T10:06:00.000,2014,5,Long Island,Nassau,CHILD,Community Residence,1267,51,288,2196724
2018-04-27T10:06:00.000,2014,5,Long Island,Nassau,CHILD,Day Treatment,1267,35,2940,1044405
2018-04-27T10:06:00.000,2014,5,Long Island,Nassau,CHILD,Family Based Treatment/Teaching Family Home,1267,33,220,1866626
2018-04-27T10:06:00.000,2014,5,Long Island,Nassau,CHILD,Health Home,1267,11,29,14123
2018-04-27T10:06:00.000,2014,5,Long Island,Nassau,CHILD,Home and Community Based Services Waiver (HCBS),1267,175,9152,3274347
2018-04-27T10:06:00.000,2014,5,Long Island,Nassau,CHILD,Psychiatric Inpatient,1267,74,1169,1039853
2018-04-27T10:06:00.000,2014,5,Long Island,Nassau,CHILD,Residential Treatment Facility,1267,44,9275,3986580
2018-04-27T10:06:00.000,2014,5,Long Island,Nassau,CHILD,"Targeted Case Management (ICM, BCM, SCM)",1267,102,648,408934
2018-04-27T10:06:00.000,2014,5,Long Island,Nassau,ERROR-1516,Clinic Treatment,1,1,1,128
2018-04-27T10:06:00.000,2014,5,Long Island,Nassau,ERROR-2852,Psychiatric Inpatient,1,1,18,13702
2018-04-27T10:06:00.000,2014,5,Long Island,Suffolk,ADULT,Assertive Community Treatment,9351,438,4128,6185328
2018-04-27T10:06:00.000,2014,5,Long Island,Suffolk,ADULT,Clinic Treatment,9351,3972,52609,5407963
2018-04-27T10:06:00.000,2014,5,Long Island,Suffolk,ADULT,Community Residence,9351,759,7088,26210701
2018-04-27T10:06:00.000,2014,5,Long Island,Suffolk,ADULT,Comprehensive Psychiatric Emergency Program,9351,666,1121,417831
2018-04-27T10:06:00.000,2014,5,Long Island,Suffolk,ADULT,Continuing Day Treatment,9351,21,1271,161137
2018-04-27T10:06:00.000,2014,5,Long Island,Suffolk,ADULT,Health Home,9351,2281,19112,9692305
2018-04-27T10:06:00.000,2014,5,Long Island,Suffolk,ADULT,Partial Hospitalization,9351,337,3705,486991
2018-04-27T10:06:00.000,2014,5,Long Island,Suffolk,ADULT,Personalized Recovery Oriented Services,9351,2374,37035,17337754
2018-04-27T10:06:00.000,2014,5,Long Island,Suffolk,ADULT,Psychiatric Inpatient,9351,1564,24732,20262636
2018-04-27T10:06:00.000,2014,5,Long Island,Suffolk,ADULT,Psychiatric Inpatient OMH,9351,84,18921,20837651
2018-04-27T10:06:00.000,2014,5,Long Island,Suffolk,ADULT,Recovery Services (PMHP - Prepaid Mental Health Plan),9351,1093,10891,10070342
2018-04-27T10:06:00.000,2014,5,Long Island,Suffolk,ADULT,"Targeted Case Management (ICM, BCM, SCM)",9351,466,3205,948419
2018-04-27T10:06:00.000,2014,5,Long Island,Suffolk,CHILD,Clinic Treatment,2061,1125,16689,2189058
2018-04-27T10:06:00.000,2014,5,Long Island,Suffolk,CHILD,Community Residence,2061,109,670,5163891
2018-04-27T10:06:00.000,2014,5,Long Island,Suffolk,CHILD,Comprehensive Psychiatric Emergency Program,2061,128,177,169276
2018-04-27T10:06:00.000,2014,5,Long Island,Suffolk,CHILD,Day Treatment,2061,163,7402,2606733
2018-04-27T10:06:00.000,2014,5,Long Island,Suffolk,CHILD,Health Home,2061,8,19,9576
2018-04-27T10:06:00.000,2014,5,Long Island,Suffolk,CHILD,Home and Community Based Services Waiver (HCBS),2061,196,11716,4213622
2018-04-27T10:06:00.000,2014,5,Long Island,Suffolk,CHILD,Partial Hospitalization,2061,134,2137,367949
2018-04-27T10:06:00.000,2014,5,Long Island,Suffolk,CHILD,Psychiatric Inpatient,2061,543,13666,10861827
2018-04-27T10:06:00.000,2014,5,Long Island,Suffolk,CHILD,Psychiatric Inpatient OMH,2061,125,11735,18929307
2018-04-27T10:06:00.000,2014,5,Long Island,Suffolk,CHILD,"Targeted Case Management (ICM, BCM, SCM)",2061,212,1439,701152
2018-04-27T10:06:00.000,2014,5,Long Island,Suffolk,ERROR-2852,Psychiatric Inpatient,2,2,4,3759
2018-04-27T10:06:00.000,2013,1,Western NY,Allegany,ADULT,Clinic Treatment,453,359,2547,300894
2018-04-27T10:06:00.000,2013,1,Western NY,Allegany,ADULT,Community Residence,453,21,122,276798
2018-04-27T10:06:00.000,2013,1,Western NY,Allegany,ADULT,Continuing Day Treatment,453,82,2710,174776
2018-04-27T10:06:00.000,2013,1,Western NY,Allegany,ADULT,Health Home,453,28,101,55433
2018-04-27T10:06:00.000,2013,1,Western NY,Allegany,ADULT,Personalized Recovery Oriented Services,453,82,676,273002
2018-04-27T10:06:00.000,2013,1,Western NY,Allegany,ADULT,"Targeted Case Management (ICM, BCM, SCM)",453,42,197,75713
2018-04-27T10:06:00.000,2013,1,Western NY,Allegany,CHILD,Clinic Treatment,164,122,811,91296
2018-04-27T10:06:00.000,2013,1,Western NY,Allegany,CHILD,Community Residence,164,1,3,6921
2018-04-27T10:06:00.000,2013,1,Western NY,Allegany,CHILD,Health Home,164,1,2,1162
2018-04-27T10:06:00.000,2013,1,Western NY,Allegany,CHILD,"Targeted Case Management (ICM, BCM, SCM)",164,64,415,202835
2018-04-27T10:06:00.000,2013,1,Western NY,Cattaraugus,ADULT,Clinic Treatment,1128,665,5524,861326
2018-04-27T10:06:00.000,2013,1,Western NY,Cattaraugus,ADULT,Community Residence,1128,88,755,2324976
2018-04-27T10:06:00.000,2013,1,Western NY,Cattaraugus,ADULT,Continuing Day Treatment,1128,46,6768,366446
2018-04-27T10:06:00.000,2013,1,Western NY,Cattaraugus,ADULT,Health Home,1128,52,186,87984
2018-04-27T10:06:00.000,2013,1,Western NY,Cattaraugus,ADULT,Personalized Recovery Oriented Services,1128,180,2662,1114969
2018-04-27T10:06:00.000,2013,1,Western NY,Cattaraugus,ADULT,Psychiatric Inpatient,1128,268,2097,1441861
2018-04-27T10:06:00.000,2013,1,Western NY,Cattaraugus,ADULT,"Targeted Case Management (ICM, BCM, SCM)",1128,64,308,140886
2018-04-27T10:06:00.000,2013,1,Western NY,Cattaraugus,CHILD,Clinic Treatment,365,283,2712,367673
2018-04-27T10:06:00.000,2013,1,Western NY,Cattaraugus,CHILD,Community Residence,365,17,92,915966
2018-04-27T10:06:00.000,2013,1,Western NY,Cattaraugus,CHILD,Health Home,365,2,2,698
2018-04-27T10:06:00.000,2013,1,Western NY,Cattaraugus,CHILD,Home and Community Based Services Waiver (HCBS),365,51,1709,950687
2018-04-27T10:06:00.000,2013,1,Western NY,Cattaraugus,CHILD,"Targeted Case Management (ICM, BCM, SCM)",365,87,570,254077
2018-04-27T10:06:00.000,2013,1,Western NY,Chautauqua,ADULT,Assertive Community Treatment,2539,66,524,784558
2018-04-27T10:06:00.000,2013,1,Western NY,Chautauqua,ADULT,Clinic Treatment,2539,1904,14325,1723832
2018-04-27T10:06:00.000,2013,1,Western NY,Chautauqua,ADULT,Community Residence,2539,160,1212,3680508
2018-04-27T10:06:00.000,2013,1,Western NY,Chautauqua,ADULT,Health Home,2539,173,661,243178
2018-04-27T10:06:00.000,2013,1,Western NY,Chautauqua,ADULT,Personalized Recovery Oriented Services,2539,429,4951,1597712
2018-04-27T10:06:00.000,2013,1,Western NY,Chautauqua,ADULT,Psychiatric Inpatient,2539,215,1367,1092964
2018-04-27T10:06:00.000,2013,1,Western NY,Chautauqua,ADULT,"Targeted Case Management (ICM, BCM, SCM)",2539,182,857,312433
2018-04-27T10:06:00.000,2013,1,Western NY,Chautauqua,CHILD,Clinic Treatment,834,764,6136,900377
2018-04-27T10:06:00.000,2013,1,Western NY,Chautauqua,CHILD,Community Residence,834,1,7,16146
2018-04-27T10:06:00.000,2013,1,Western NY,Chautauqua,CHILD,Psychiatric Inpatient,834,91,706,528370
2018-04-27T10:06:00.000,2013,1,Western NY,Chautauqua,CHILD,"Targeted Case Management (ICM, BCM, SCM)",834,66,287,99116
2018-04-27T10:06:00.000,2013,1,Western NY,Chemung,ADULT,Assertive Community Treatment,1992,66,609,865623
2018-04-27T10:06:00.000,2013,1,Western NY,Chemung,ADULT,Clinic Treatment,1992,1264,12069,1160623
2018-04-27T10:06:00.000,2013,1,Western NY,Chemung,ADULT,Community Residence,1992,68,551,1010909
2018-04-27T10:06:00.000,2013,1,Western NY,Chemung,ADULT,Health Home,1992,95,196,76871
2018-04-27T10:06:00.000,2013,1,Western NY,Chemung,ADULT,Personalized Recovery Oriented Services,1992,210,3726,1135464
2018-04-27T10:06:00.000,2013,1,Western NY,Chemung,ADULT,Psychiatric Inpatient,1992,239,1845,1069379
2018-04-27T10:06:00.000,2013,1,Western NY,Chemung,ADULT,Psychiatric Inpatient OMH,1992,36,4317,4668395
2018-04-27T10:06:00.000,2013,1,Western NY,Chemung,ADULT,Recovery Services (PMHP - Prepaid Mental Health Plan),1992,295,2930,2910049
2018-04-27T10:06:00.000,2013,1,Western NY,Chemung,ADULT,"Targeted Case Management (ICM, BCM, SCM)",1992,79,307,116815
2018-04-27T10:06:00.000,2013,1,Western NY,Chemung,CHILD,Clinic Treatment,779,647,6035,733977
2018-04-27T10:06:00.000,2013,1,Western NY,Chemung,CHILD,Community Residence,779,18,97,976194
2018-04-27T10:06:00.000,2013,1,Western NY,Chemung,CHILD,Day Treatment,779,34,3976,1275807
2018-04-27T10:06:00.000,2013,1,Western NY,Chemung,CHILD,Health Home,779,5,8,3138
2018-04-27T10:06:00.000,2013,1,Western NY,Chemung,CHILD,Psychiatric Inpatient OMH,779,126,5710,8536461
2018-04-27T10:06:00.000,2013,1,Western NY,Chemung,CHILD,"Targeted Case Management (ICM, BCM, SCM)",779,13,91,52871
2018-04-27T10:06:00.000,2013,1,Western NY,Erie,ADULT,Assertive Community Treatment,10284,268,2295,3042232
2018-04-27T10:06:00.000,2013,1,Western NY,Erie,ADULT,Clinic Treatment,10284,7312,82085,8789913
2018-04-27T10:06:00.000,2013,1,Western NY,Erie,ADULT,Community Residence,10284,562,5250,13125039
2018-04-27T10:06:00.000,2013,1,Western NY,Erie,ADULT,Comprehensive Psychiatric Emergency Program,10284,595,868,806925
2018-04-27T10:06:00.000,2013,1,Western NY,Erie,ADULT,Continuing Day Treatment,10284,369,53113,2693664
2018-04-27T10:06:00.000,2013,1,Western NY,Erie,ADULT,Health Home,10284,661,3411,1383548
2018-04-27T10:06:00.000,2013,1,Western NY,Erie,ADULT,Intensive Psychiatric Rehabilitation Treatment,10284,31,1116,153826
2018-04-27T10:06:00.000,2013,1,Western NY,Erie,ADULT,Partial Hospitalization,10284,132,1062,122923
2018-04-27T10:06:00.000,2013,1,Western NY,Erie,ADULT,Personalized Recovery Oriented Services,10284,1013,14489,5462628
2018-04-27T10:06:00.000,2013,1,Western NY,Erie,ADULT,Psychiatric Inpatient,10284,982,11868,8554844
2018-04-27T10:06:00.000,2013,1,Western NY,Erie,ADULT,Psychiatric Inpatient OMH,10284,72,13804,14758220
2018-04-27T10:06:00.000,2013,1,Western NY,Erie,ADULT,Recovery Services (PMHP - Prepaid Mental Health Plan),10284,834,8334,8270811
2018-04-27T10:06:00.000,2013,1,Western NY,Erie,ADULT,"Targeted Case Management (ICM, BCM, SCM)",10284,538,1292,474372
2018-04-27T10:06:00.000,2013,1,Western NY,Erie,CHILD,Clinic Treatment,5963,5528,51283,7412372
2018-04-27T10:06:00.000,2013,1,Western NY,Erie,CHILD,Community Residence,5963,16,87,744719
2018-04-27T10:06:00.000,2013,1,Western NY,Erie,CHILD,Comprehensive Psychiatric Emergency Program,5963,120,143,126703
2018-04-27T10:06:00.000,2013,1,Western NY,Erie,CHILD,Day Treatment,5963,110,6932,1411808
2018-04-27T10:06:00.000,2013,1,Western NY,Erie,CHILD,Health Home,5963,11,29,12497
2018-04-27T10:06:00.000,2013,1,Western NY,Erie,CHILD,Home and Community Based Services Waiver (HCBS),5963,129,772,2031787
2018-04-27T10:06:00.000,2013,1,Western NY,Erie,CHILD,Partial Hospitalization,5963,5,87,16614
2018-04-27T10:06:00.000,2013,1,Western NY,Erie,CHILD,Psychiatric Inpatient,5963,81,1072,788133
2018-04-27T10:06:00.000,2013,1,Western NY,Erie,CHILD,Psychiatric Inpatient OMH,5963,150,11843,17363233
2018-04-27T10:06:00.000,2013,1,Western NY,Erie,CHILD,Residential Treatment Facility,5963,96,19377,8529944
2018-04-27T10:06:00.000,2013,1,Western NY,Erie,CHILD,"Targeted Case Management (ICM, BCM, SCM)",5963,353,1237,612789
2018-04-27T10:06:00.000,2013,1,Western NY,Genesee,ADULT,Clinic Treatment,565,465,3512,627917
2018-04-27T10:06:00.000,2013,1,Western NY,Genesee,ADULT,Community Residence,565,40,347,892580
2018-04-27T10:06:00.000,2013,1,Western NY,Genesee,ADULT,Continuing Day Treatment,565,93,8377,568731
2018-04-27T10:06:00.000,2013,1,Western NY,Genesee,ADULT,Health Home,565,14,56,19544
2018-04-27T10:06:00.000,2013,1,Western NY,Genesee,ADULT,"Targeted Case Management (ICM, BCM, SCM)",565,56,388,100380
2018-04-27T10:06:00.000,2013,1,Western NY,Genesee,CHILD,Clinic Treatment,167,150,1003,174101
2018-04-27T10:06:00.000,2013,1,Western NY,Genesee,CHILD,Community Residence,167,1,1,2591
2018-04-27T10:06:00.000,2013,1,Western NY,Genesee,CHILD,Health Home,167,1,5,1745
2018-04-27T10:06:00.000,2013,1,Western NY,Genesee,CHILD,"Targeted Case Management (ICM, BCM, SCM)",167,27,135,47115
2018-04-27T10:06:00.000,2013,1,Western NY,Livingston,ADULT,Clinic Treatment,562,540,3623,489768
2018-04-27T10:06:00.000,2013,1,Western NY,Livingston,ADULT,Health Home,562,37,111,49728
2018-04-27T10:06:00.000,2013,1,Western NY,Livingston,ADULT,"Targeted Case Management (ICM, BCM, SCM)",562,27,41,18368
2018-04-27T10:06:00.000,2013,1,Western NY,Livingston,CHILD,Clinic Treatment,230,220,1355,164118
2018-04-27T10:06:00.000,2013,1,Western NY,Livingston,CHILD,"Targeted Case Management (ICM, BCM, SCM)",230,21,63,28224
2018-04-27T10:06:00.000,2013,1,Western NY,Monroe,ADULT,Assertive Community Treatment,11180,89,751,1037374
2018-04-27T10:06:00.000,2013,1,Western NY,Monroe,ADULT,Clinic Treatment,11180,9143,85348,7398119
2018-04-27T10:06:00.000,2013,1,Western NY,Monroe,ADULT,Community Residence,11180,411,3468,8513046
2018-04-27T10:06:00.000,2013,1,Western NY,Monroe,ADULT,Comprehensive Psychiatric Emergency Program,11180,830,1276,1126999
2018-04-27T10:06:00.000,2013,1,Western NY,Monroe,ADULT,Health Home,11180,1013,3691,1589337
2018-04-27T10:06:00.000,2013,1,Western NY,Monroe,ADULT,Partial Hospitalization,11180,356,2317,265640
2018-04-27T10:06:00.000,2013,1,Western NY,Monroe,ADULT,Personalized Recovery Oriented Services,11180,1392,15169,5603603
2018-04-27T10:06:00.000,2013,1,Western NY,Monroe,ADULT,Psychiatric Inpatient,11180,900,13515,8848036
2018-04-27T10:06:00.000,2013,1,Western NY,Monroe,ADULT,Psychiatric Inpatient OMH,11180,40,7623,8004172
2018-04-27T10:06:00.000,2013,1,Western NY,Monroe,ADULT,Recovery Services (PMHP - Prepaid Mental Health Plan),11180,138,1144,1132508
2018-04-27T10:06:00.000,2013,1,Western NY,Monroe,ADULT,"Targeted Case Management (ICM, BCM, SCM)",11180,1261,7884,3535431
2018-04-27T10:06:00.000,2013,1,Western NY,Monroe,CHILD,Clinic Treatment,2704,1963,14898,1974800
2018-04-27T10:06:00.000,2013,1,Western NY,Monroe,CHILD,Community Residence,2704,16,83,540925
2018-04-27T10:06:00.000,2013,1,Western NY,Monroe,CHILD,Comprehensive Psychiatric Emergency Program,2704,169,248,253028
2018-04-27T10:06:00.000,2013,1,Western NY,Monroe,CHILD,Day Treatment,2704,229,27396,2330904
2018-04-27T10:06:00.000,2013,1,Western NY,Monroe,CHILD,Health Home,2704,6,8,3863
2018-04-27T10:06:00.000,2013,1,Western NY,Monroe,CHILD,Home and Community Based Services Waiver (HCBS),2704,238,49906,4717376
2018-04-27T10:06:00.000,2013,1,Western NY,Monroe,CHILD,Partial Hospitalization,2704,123,1368,212288
2018-04-27T10:06:00.000,2013,1,Western NY,Monroe,CHILD,Psychiatric Inpatient,2704,89,1317,1053432
2018-04-27T10:06:00.000,2013,1,Western NY,Monroe,CHILD,Residential Treatment Facility,2704,134,25838,11872056
2018-04-27T10:06:00.000,2013,1,Western NY,Monroe,CHILD,"Targeted Case Management (ICM, BCM, SCM)",2704,255,1914,901704
2018-04-27T10:06:00.000,2013,1,Western NY,Niagara,ADULT,Clinic Treatment,2832,2220,20489,2321110
2018-04-27T10:06:00.000,2013,1,Western NY,Niagara,ADULT,Community Residence,2832,102,819,1535306
2018-04-27T10:06:00.000,2013,1,Western NY,Niagara,ADULT,Continuing Day Treatment,2832,55,4375,286566
2018-04-27T10:06:00.000,2013,1,Western NY,Niagara,ADULT,Health Home,2832,569,3913,1263661
2018-04-27T10:06:00.000,2013,1,Western NY,Niagara,ADULT,Personalized Recovery Oriented Services,2832,311,3702,1408736
2018-04-27T10:06:00.000,2013,1,Western NY,Niagara,ADULT,Psychiatric Inpatient,2832,379,3718,2378234
2018-04-27T10:06:00.000,2013,1,Western NY,Niagara,ADULT,"Targeted Case Management (ICM, BCM, SCM)",2832,450,911,265159
2018-04-27T10:06:00.000,2013,1,Western NY,Niagara,CHILD,Clinic Treatment,1303,1159,11947,1471073
2018-04-27T10:06:00.000,2013,1,Western NY,Niagara,CHILD,Community Residence,1303,13,69,673561
2018-04-27T10:06:00.000,2013,1,Western NY,Niagara,CHILD,Health Home,1303,8,28,8098
2018-04-27T10:06:00.000,2013,1,Western NY,Niagara,CHILD,Psychiatric Inpatient,1303,75,1548,948141
2018-04-27T10:06:00.000,2013,1,Western NY,Niagara,CHILD,"Targeted Case Management (ICM, BCM, SCM)",1303,141,958,457302
2018-04-27T10:06:00.000,2013,1,Western NY,Ontario,ADULT,Assertive Community Treatment,1262,46,391,440137
2018-04-27T10:06:00.000,2013,1,Western NY,Ontario,ADULT,Clinic Treatment,1262,856,7396,657918
2018-04-27T10:06:00.000,2013,1,Western NY,Ontario,ADULT,Community Residence,1262,75,484,1658674
2018-04-27T10:06:00.000,2013,1,Western NY,Ontario,ADULT,Comprehensive Psychiatric Emergency Program,1262,124,182,49578
2018-04-27T10:06:00.000,2013,1,Western NY,Ontario,ADULT,Continuing Day Treatment,1262,73,2209,100836
2018-04-27T10:06:00.000,2013,1,Western NY,Ontario,ADULT,Health Home,1262,185,677,216207
2018-04-27T10:06:00.000,2013,1,Western NY,Ontario,ADULT,Psychiatric Inpatient,1262,135,632,407944
2018-04-27T10:06:00.000,2013,1,Western NY,Ontario,ADULT,"Targeted Case Management (ICM, BCM, SCM)",1262,187,834,263810
2018-04-27T10:06:00.000,2013,1,Western NY,Ontario,CHILD,Clinic Treatment,171,105,741,101600
2018-04-27T10:06:00.000,2013,1,Western NY,Ontario,CHILD,Community Residence,171,19,95,860547
2018-04-27T10:06:00.000,2013,1,Western NY,Ontario,CHILD,Comprehensive Psychiatric Emergency Program,171,31,42,15515
2018-04-27T10:06:00.000,2013,1,Western NY,Ontario,CHILD,Health Home,171,2,9,2874
2018-04-27T10:06:00.000,2013,1,Western NY,Ontario,CHILD,Psychiatric Inpatient,171,1,2,0
2018-04-27T10:06:00.000,2013,1,Western NY,Ontario,CHILD,"Targeted Case Management (ICM, BCM, SCM)",171,34,229,106601
2018-04-27T10:06:00.000,2013,1,Western NY,Orleans,ADULT,Clinic Treatment,330,227,1197,367617
2018-04-27T10:06:00.000,2013,1,Western NY,Orleans,ADULT,Community Residence,330,15,152,424950
2018-04-27T10:06:00.000,2013,1,Western NY,Orleans,ADULT,Health Home,330,42,183,75625
2018-04-27T10:06:00.000,2013,1,Western NY,Orleans,ADULT,Psychiatric Inpatient,330,77,261,197358
2018-04-27T10:06:00.000,2013,1,Western NY,Orleans,ADULT,"Targeted Case Management (ICM, BCM, SCM)",330,21,55,25227
2018-04-27T10:06:00.000,2013,1,Western NY,Orleans,CHILD,Clinic Treatment,100,81,318,102068
2018-04-27T10:06:00.000,2013,1,Western NY,Orleans,CHILD,Health Home,100,1,3,1240
2018-04-27T10:06:00.000,2013,1,Western NY,Orleans,CHILD,"Targeted Case Management (ICM, BCM, SCM)",100,21,120,41880
2018-04-27T10:06:00.000,2013,1,Western NY,Schuyler,ADULT,Assertive Community Treatment,266,56,345,493388
2018-04-27T10:06:00.000,2013,1,Western NY,Schuyler,ADULT,Clinic Treatment,266,204,1403,256539
2018-04-27T10:06:00.000,2013,1,Western NY,Schuyler,ADULT,Health Home,266,17,19,6631
2018-04-27T10:06:00.000,2013,1,Western NY,Schuyler,ADULT,"Targeted Case Management (ICM, BCM, SCM)",266,24,129,45021
2018-04-27T10:06:00.000,2013,1,Western NY,Schuyler,CHILD,Clinic Treatment,130,127,1054,170466
2018-04-27T10:06:00.000,2013,1,Western NY,Schuyler,CHILD,"Targeted Case Management (ICM, BCM, SCM)",130,20,154,73930
2018-04-27T10:06:00.000,2013,1,Western NY,Seneca,ADULT,Clinic Treatment,439,390,4312,664766
2018-04-27T10:06:00.000,2013,1,Western NY,Seneca,ADULT,Community Residence,439,53,356,1234687
2018-04-27T10:06:00.000,2013,1,Western NY,Seneca,ADULT,"Targeted Case Management (ICM, BCM, SCM)",439,24,27,9423
2018-04-27T10:06:00.000,2013,1,Western NY,Seneca,CHILD,Clinic Treatment,131,131,1149,161726
